Wearing,wearing,1.82,2.2800000000000002
their,their,2.28,2.46
Γιαγιά’s,Γιαγιά’s,2.46,3.11
fancy,fancy,3.11,3.66
embroidered,embroidered,3.66,4.26
floral,floral,4.27,4.72
dress,dress,4.75,5.4
Alexa,alexa,6.02,6.529999999999999
Dexa,Dexa,6.53,6.96
sits,sits,6.96,7.28
at,at,7.28,7.4
a,a,7.4,7.470000000000001
table,table,7.47,8.07
sized,sized,8.08,8.53
for,for,8.54,8.7
a,a,8.7,8.79
toddler,toddler,8.79,9.61
and,and,10.03,10.25
cuts,cuts,10.25,10.56
plastic,plastic,10.57,11.01
vegetables,vegetables,11.01,11.84
with,with,11.889999,12.079998999999999
a,a,12.08,12.12
wooden,wooden,12.12,12.479999999999999
toy,toy,12.48,12.72
knife,knife,12.719999,13.429998999999999
Their,their,14.04,14.229999999999999
teddy,teddy,14.23,14.55
bear,bear,14.549999,14.789999
sits,sits,14.79,15.29
in,in,15.299999,15.469999
a,a,15.469999,15.539999
tiny,tiny,15.54,15.92
chair,chair,15.92,16.23
to,to,16.23,16.36
their,their,16.359999,16.529999
right,right,16.529999,17.149999
On,on,17.74,17.9
their,their,17.9,18.09
left,left,18.09,18.58
is,is,18.619999,18.809999
a,a,18.83,18.9
toy,toy,18.92,19.180000000000003
refrigerator,refrigerator,19.17,20.16
a,a,20.64,20.740000000000002
toy,toy,20.740000000000002,21.05
sink,sink,21.06,21.689999999999998
and,and,22.06,22.23
a,a,22.23,22.29
toy,toy,22.29,22.599999999999998
stove,stove,22.61,23.32
all,all,23.42,23.700000000000003
pastel,pastel,23.72,24.209999999999997
pink,pink,24.21,24.78
Above,above,25.46,25.84
the,the,25.84,25.95
toy,toy,25.95,26.24
sink,sink,26.25,26.7
is,is,26.73,26.91
a,a,26.91,26.98
painting,painting,26.98,27.42
of,of,27.42,27.53
a,a,27.53,27.59
window,window,27.59,28.169999999999998
with,with,28.17,28.450000000000003
pink,pink,28.45,28.74
curtains,curtains,28.77,29.47
a,a,29.869999999999997,29.979999999999997
plant,plant,29.98,30.6
and,and,30.96,31.17
a,a,31.17,31.220000000000002
bird,bird,31.219999,31.519999000000002
flying,flying,31.52,31.919999999999998
by,by,31.92,32.480000000000004
The,the,33.179999,33.309999000000005
wallpaper,wallpaper,33.309999,34.019999
is,is,34.019999999999996,34.19
made,made,34.190000999999995,34.410000999999994
up,up,34.42,34.56
of,of,34.559999000000005,34.72999900000001
crayon,crayon,34.730000000000004,35.190000000000005
drawings,drawings,35.199999,35.719999
of,of,35.719999,35.859999
different,different,35.859999,36.219999
kinds,kinds,36.219999,36.569999
of,of,36.57,36.69
flowers,flowers,36.690000999999995,37.45000099999999
in,in,37.47,37.62
different,different,37.62,38.01
colors,colors,38.01,38.76
In,in,39.38,39.510000000000005
this,this,39.51,39.76
world,world,39.76,40.089999999999996
that,that,40.09,40.25
commands,commands,40.25,40.81
them,them,40.81,41.28
to,to,41.36,41.55
BeADoll,BeADoll,41.6,42.44
Alexa,alexa,42.97,43.44
becomes,becomes,43.44,43.9
unable,unable,43.95,44.540000000000006
to,to,44.54,44.67
determine,determine,44.67,45.440000000000005
whether,whether,45.469999,45.799999
they,they,45.8,45.97
are,are,45.969999,46.079999
actually,actually,46.139999,46.769999000000006
a,a,46.769999999999996,46.839999999999996
person,person,46.84,47.57
or,or,47.99,48.18
a,a,48.179999,48.239999000000005
doll,doll,48.24,48.85
